Job Title,Job Link,Company,Company Link,Experience Required,Location
Technical Specialist - Data Scientist,https://www.naukri.com/job-listings-technical-specialist-data-scientist-fil-india-business-and-research-services-private-limited-gurugram-4-to-7-years-060625923708,Fidelity International,https://www.naukri.com/fidelity-international-jobs-careers-458607,4-7 Yrs ,Gurugram 
Data Scientist - Senior II,https://www.naukri.com/job-listings-data-scientist-senior-ii-gkm-it-udaipur-gurugram-5-to-7-years-210225023157,GKM It,https://www.naukri.com/gkm-it-jobs-careers-5253462,5-7 Yrs ,"Udaipur(Shobhagpura), Gurugram "
Lead data analyst / data analytics-- US MNC (Analytics),https://www.naukri.com/job-listings-lead-data-analyst-data-analytics-us-mnc-analytics-aspyra-hr-services-gurugram-bengaluru-6-to-11-years-290525016932,NA,NA,6-11 Yrs ,"Hybrid - Gurugram, Bengaluru "
Data Scientist - Generative AI,https://www.naukri.com/job-listings-data-scientist-generative-ai-ibm-india-pvt-limited-gurugram-5-to-8-years-280525928034,IBM,https://www.naukri.com/ibm-jobs-careers-16987,5-8 Yrs ,Gurugram 
AVP- Data scientist,https://www.naukri.com/job-listings-avp-data-scientist-the-glove-noida-6-to-11-years-080525020143,NA,NA,6-11 Yrs ,Hybrid - Noida 
Back End Developer - Data Engineering / Data Science,https://www.naukri.com/job-listings-back-end-developer-data-engineering-data-science-ryte4u-solutions-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-130525009739,NA,NA,3-8 Yrs ,"Delhi / NCR, Bengaluru, Mumbai (All Areas) "
Deputy Manager ( Data Science),https://www.naukri.com/job-listings-deputy-manager-data-science-research-avenues-gurugram-4-to-7-years-030325500049,NA,NA,4-7 Yrs ,Gurugram 
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-ekaa-analytics-private-limited-new-delhi-10-to-15-years-251124503851,NA,NA,10-15 Yrs ,New Delhi 
Data Scientist- AVP || Investment banking MNC || Noida,https://www.naukri.com/job-listings-data-scientist-avp-investment-banking-mnc-noida-the-glove-noida-6-to-10-years-080525022400,NA,NA,6-10 Yrs ,Hybrid - Noida 
Principal Data Scientist - LLM,https://www.naukri.com/job-listings-principal-data-scientist-llm-tetrahed-inc-noida-11-to-20-years-140525913862,Tetrahed,https://www.naukri.com/tetrahed-jobs-careers-124268654,11-20 Yrs ,Noida 
Associate Manager - Training - Data Science,https://www.naukri.com/job-listings-associate-manager-training-data-science-evalueserve-com-pvt-ltd-gurugram-7-to-15-years-280425506365,Evalueserve,https://www.naukri.com/evalueserve-jobs-careers-14453,7-15 Yrs ,Gurugram 
Senior Clinical Data Science Programmer,https://www.naukri.com/job-listings-senior-clinical-data-science-programmer-icon-pharmaceutical-s-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-220525505175,ICON plc,https://www.naukri.com/icon-plc-jobs-careers-144953,3-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Associate Data Scientist,https://www.naukri.com/job-listings-associate-data-scientist-optum-global-solutions-india-private-limited-noida-2-to-5-years-270525929734,Optum,https://www.naukri.com/optum-jobs-careers-126573,2-5 Yrs ,Noida 
Data Science Associate,https://www.naukri.com/job-listings-data-science-associate-zs-pune-gurugram-bengaluru-1-to-3-years-260424000025,ZS,https://www.naukri.com/zs-jobs-careers-68320,1-3 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Urgent Hiring Opening For Data Scientist,https://www.naukri.com/job-listings-urgent-hiring-opening-for-data-scientist-exl-bengaluru-delhi-ncr-2-to-7-years-300525015850,EXL,https://www.naukri.com/exl-jobs-careers-416,2-7 Yrs ,"Hybrid - Delhi / NCR, Bengaluru "
Senior - Data Analytics,https://www.naukri.com/job-listings-senior-data-analytics-kpmg-india-gurugram-4-to-7-years-211124501349,KPMG India,https://www.naukri.com/kpmg-india-jobs-careers-137160,4-7 Yrs ,Gurugram 
Associate Director - Data and Analytics ( DNA ),https://www.naukri.com/job-listings-associate-director-data-and-analytics-dna-marsh-mclennan-global-services-india-private-limited-gurugram-10-to-15-years-160525931748,Mercer,https://www.naukri.com/mercer-jobs-careers-1042640,10-15 Yrs ,Gurugram 
data analyst / Data analytics - US MNC (Analytics),https://www.naukri.com/job-listings-data-analyst-data-analytics-us-mnc-analytics-aspyra-hr-services-pune-gurugram-bengaluru-5-to-10-years-220525016255,NA,NA,5-10 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data scientist / ML Engineer   -- US Client (Analytics),https://www.naukri.com/job-listings-data-scientist-ml-engineer-us-client-analytics-aspyra-hr-services-pune-gurugram-bengaluru-3-to-8-years-290525017054,NA,NA,3-8 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
data analyst  (Banking domain) - US MNC (Analytics),https://www.naukri.com/job-listings-data-analyst-banking-domain-us-mnc-analytics-aspyra-hr-services-pune-gurugram-bengaluru-3-to-8-years-220525016411,NA,NA,3-8 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data scientist / ML Engineer   -- US Client (Analytics),https://www.naukri.com/job-listings-data-scientist-ml-engineer-us-client-analytics-aspyra-hr-services-pune-gurugram-bengaluru-5-to-9-years-290525016837,NA,NA,5-9 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data Verification Analyst,https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433,Foundation Ai,https://www.naukri.com/foundation-ai-jobs-careers-123717937,0-5 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Scientist Lead,https://www.naukri.com/job-listings-data-scientist-lead-tiket-noida-8-to-13-years-310525500516,tiket.com,https://www.naukri.com/tiket-jobs-careers-123603779,8-13 Yrs ,Noida 
Data Science,https://www.naukri.com/job-listings-data-science-vitrana-noida-bengaluru-2-to-4-years-150722501271,Vitrana,https://www.naukri.com/virtuous-transactional-analytics-jobs-careers-2612298,2-4 Yrs ,"Noida, Bengaluru "
Data Science and AI,https://www.naukri.com/job-listings-data-science-and-ai-programming-com-mumbai-chandigarh-pune-panchkula-chennai-gurugram-bengaluru-1-to-4-years-121224501284,Programming.Com,https://www.naukri.com/programming-jobs-careers-124110584,1-4 Yrs ,"Mumbai, Chandigarh, Pune, Panchkula, Chennai, Gurugram, Bengaluru "
Data Scientist Lead,https://www.naukri.com/job-listings-data-scientist-lead-tiketcom-noida-8-to-13-years-310525500530,tiket.com,https://www.naukri.com/tiket-jobs-careers-123603779,8-13 Yrs ,Noida 
Risk Assessment & Data Analysis Lab- Senior Data Scientist,https://www.naukri.com/job-listings-risk-assessment-data-analysis-lab-senior-data-scientist-lexlegis-new-delhi-4-to-8-years-160425506423,Lexlegis,https://www.naukri.com/lexlegis-jobs-careers-124491840,4-8 Yrs ,New Delhi 
Principal Clinical Data Science Programmer,https://www.naukri.com/job-listings-principal-clinical-data-science-programmer-icon-pharmaceutical-s-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-9-years-220525505172,ICON plc,https://www.naukri.com/icon-plc-jobs-careers-144953,5-9 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Lead Clinical Data Science Programmer,https://www.naukri.com/job-listings-lead-clinical-data-science-programmer-icon-pharmaceutical-s-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-220525505167,ICON plc,https://www.naukri.com/icon-plc-jobs-careers-144953,4-8 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-riktam-technology-consulting-noida-gurugram-delhi-ncr-5-to-8-years-290525035795,NA,NA,5-8 Yrs ,"Delhi / NCR, Noida, Gurugram "
Senior Data Analyst - IBP,https://www.naukri.com/job-listings-senior-data-analyst-ibp-pepsico-global-business-services-india-llp-hyderabad-gurugram-2-to-4-years-060525920001,Pepsico,https://www.naukri.com/pepsico-jobs-careers-28272,2-4 Yrs ,"Hyderabad, Gurugram "
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-luminar-technologies-new-delhi-0-to-4-years-141122500495,Luminar Technologies,https://www.naukri.com/luminar-technologies-jobs-careers-6796845,0-4 Yrs ,New Delhi 
Data Governance - Senior Analyst,https://www.naukri.com/job-listings-data-governance-senior-analyst-evalueserve-com-pvt-ltd-gurugram-3-to-8-years-280425506358,Evalueserve,https://www.naukri.com/evalueserve-jobs-careers-14453,3-8 Yrs ,Gurugram 
Analyst-Data Analytics,https://www.naukri.com/job-listings-analyst-data-analytics-american-express-india-gurugram-0-to-4-years-020625502606,AMERICAN EXPRESS,https://www.naukri.com/american-express-jobs-careers-2256,0-4 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-wiley-noida-0-to-3-years-050625502292,Wiley,https://www.naukri.com/wiley-jobs-careers-543809,0-3 Yrs ,Noida 
Data scientist  -- US MNC (analytics),https://www.naukri.com/job-listings-data-scientist-us-mnc-analytics-aspyra-hr-services-gurugram-bengaluru-3-to-6-years-290525016895,NA,NA,3-6 Yrs ,"Hybrid - Gurugram, Bengaluru "
Data Science Instructor,https://www.naukri.com/job-listings-data-science-instructor-transorg-gurugram-1-to-4-years-150124001169,TransOrg,https://www.naukri.com/transorg-jobs-careers-2553404,1-4 Yrs ,Gurugram 
Clinical Data Sciences,https://www.naukri.com/job-listings-clinical-data-sciences-scimedian-new-delhi-1-to-4-years-131224503201,NA,NA,1-4 Yrs ,New Delhi 
Data Scientist/ ML Engineer,https://www.naukri.com/job-listings-data-scientist-ml-engineer-alphaa-ai-noida-2-to-7-years-100125503258,Alpha Ai,https://www.naukri.com/alpha-ai-jobs-careers-124269216,2-7 Yrs ,Noida 
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-eightfold-ai-noida-5-to-10-years-310525502399,Eightfold Ai,https://www.naukri.com/eightfold-ai-jobs-careers-4964772,5-10 Yrs ,Noida 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-exl-gurugram-bengaluru-1-to-6-years-260525009970,EXL,https://www.naukri.com/exl-jobs-careers-416,1-6 Yrs ,"Gurugram, Bengaluru "
Data Scientist (Analytics Centre of Excellence (ACE) ),https://www.naukri.com/job-listings-data-scientist-analytics-centre-of-excellence-ace-maruti-true-value-gurugram-2-to-7-years-310525502501,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,2-7 Yrs ,Gurugram 
"Associate Director - Data and Analytics (DNA) - Gurugram, India",https://www.naukri.com/job-listings-associate-director-data-and-analytics-dna-gurugram-india-marsh-mclennan-global-services-india-private-limited-gurugram-10-to-20-years-130525926149,Mercer,https://www.naukri.com/mercer-jobs-careers-1042640,10-20 Yrs ,Gurugram 
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-tredence-pune-gurugram-bengaluru-8-to-12-years-070525007858,Tredence,https://www.naukri.com/tredence-jobs-careers-1360722,8-12 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data Scientist,https://www.naukri.com/job-listings-data-scientist-wipro-pune-bengaluru-delhi-ncr-9-to-14-years-280425021355,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,9-14 Yrs ,"Hybrid - Delhi / NCR, Pune, Bengaluru "
Principal/ Lead Data Scientist,https://www.naukri.com/job-listings-principal-lead-data-scientist-fractal-analytics-noida-bengaluru-mumbai-all-areas-10-to-19-years-190525001496,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,10-19 Yrs ,"Hybrid - Noida, Bengaluru, Mumbai (All Areas) "
Associate Manager - Data Science,https://www.naukri.com/job-listings-associate-manager-data-science-rategain-noida-3-to-6-years-270325502148,Rategain,https://www.naukri.com/rategain-jobs-careers-20170,3-6 Yrs ,Noida 
Data Science Practice Leader,https://www.naukri.com/job-listings-data-science-practice-leader-quarks-noida-12-to-15-years-020625501416,Quarks Technosoft,https://www.naukri.com/quarks-technosoft-jobs-careers-4013190,12-15 Yrs ,Noida 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-maruti-true-value-gurugram-4-to-7-years-310525501720,Maruti True Value,https://www.naukri.com/maruti-suzuki-jobs-careers-13629,4-7 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-apps-associates-i-pvt-ltd-gurugram-3-to-6-years-030625922147,Apps Associates,https://www.naukri.com/apps-associates-jobs-careers-15400,3-6 Yrs ,Gurugram 
Senior Data Scientist - Generative AI,https://www.naukri.com/job-listings-senior-data-scientist-generative-ai-fractal-analytics-ltd-noida-mumbai-pune-chennai-gurugram-bengaluru-5-to-10-years-030625501690,Fractal Analytics,https://www.naukri.com/fractal-analytics-jobs-careers-439,5-10 Yrs ,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru "
Data Science & Automation Er. For Renowned Client- Beverage-New Delhi,https://www.naukri.com/job-listings-data-science-automation-er-for-renowned-client-beverage-new-delhi-genesis-manpower-solutionsgenesis-marke-ting-group-india-new-delhi-4-to-9-years-220525032120,NA,NA,4-9 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-talent-carriage-new-delhi-0-to-5-years-211124505955,NA,NA,0-5 Yrs ,New Delhi 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-paytm-noida-2-to-4-years-060525009384,Paytm,https://www.naukri.com/paytm-jobs-careers-59290,2-4 Yrs ,Noida 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-legistify-gurugram-0-to-1-years-221124503733,Legistify,https://www.naukri.com/legistify-jobs-careers-3110158,0-1 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-bajaj-finserve-delhi-ncr-2-to-5-years-060625016648,BAJAJ FINSERVE,https://www.naukri.com/bajaj-finserve-jobs-careers-49075,2-5 Yrs ,Delhi / NCR 
Health Data Science,https://www.naukri.com/job-listings-health-data-science-scimedian-new-delhi-1-to-4-years-131224503199,NA,NA,1-4 Yrs ,New Delhi 
Data Analyst (Deployment),https://www.naukri.com/job-listings-data-analyst-deployment-legistify-gurugram-0-to-2-years-221124503740,Legistify,https://www.naukri.com/legistify-jobs-careers-3110158,0-2 Yrs ,Gurugram 
SE-Data Science(AI/LLM-Fine Tuning),https://www.naukri.com/job-listings-se-data-science-ai-llm-fine-tuning-bold-technology-systems-noida-3-to-7-years-190225014418,Bold Technology Systems,https://www.naukri.com/bold-technology-systems-jobs-careers-1082562,3-7 Yrs ,Hybrid - Noida 
Associate Partner - Data Science,https://www.naukri.com/job-listings-associate-partner-data-science-rategain-noida-3-to-6-years-260425506542,Rategain,https://www.naukri.com/rategain-jobs-careers-20170,3-6 Yrs ,Noida 
Data Science Associate,https://www.naukri.com/job-listings-data-science-associate-metyis-gurugram-10-to-20-years-280425500298,Metyis,https://www.naukri.com/metyis-jobs-careers-6102846,10-20 Yrs ,Gurugram 
Teaching Fellow - Data Science,https://www.naukri.com/job-listings-teaching-fellow-data-science-coursevita-ghaziabad-hyderabad-1-to-4-years-031224506746,Coursevita,https://www.naukri.com/coursevita-jobs-careers-124473046,1-4 Yrs ,"Ghaziabad, Hyderabad "
Analyst -Trading Analytics Data Team,https://www.naukri.com/job-listings-analyst-trading-analytics-data-team-cargill-india-pvt-ltd-gurugram-3-to-5-years-180325501612,Cargill,https://www.naukri.com/cargill-jobs-careers-22524,3-5 Yrs ,Gurugram 
Associate Engineer -  Data Scientist,https://www.naukri.com/job-listings-associate-engineer-data-scientist-goods-and-services-tax-network-gstn-new-delhi-2-to-6-years-230525017211,Goods and Services Tax Network (GSTN),https://www.naukri.com/goods-and-services-tax-network-gstn-jobs-careers-2520786,2-6 Yrs ,New Delhi 
Data Pull Analyst- BLR Location,https://www.naukri.com/job-listings-data-pull-analyst-blr-location-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-310525501829,Oracle,https://www.naukri.com/oracle-jobs-careers-6101,2-7 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-dynamic-yield-by-mastercard-gurugram-5-to-10-years-050625502721,NA,NA,5-10 Yrs ,Gurugram 
Data Science Partner,https://www.naukri.com/job-listings-data-science-partner-eduroids-new-delhi-15-to-20-years-190325509833,NA,NA,15-20 Yrs ,New Delhi 
GN-Banking-Data & AI-Consultant,https://www.naukri.com/job-listings-gn-banking-data-ai-consultant-accenture-solutions-pvt-ltd-mumbai-gurugram-delhi-ncr-3-to-8-years-160525943500,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,3-8 Yrs ,"Delhi / NCR, Mumbai, Gurugram "
Data Analyst(Female)  Greater Noida mail at devendra@cmp.co.in,https://www.naukri.com/job-listings-data-analyst-female-greater-noida-mail-at-devendra-cmp-co-in-cybernetic-management-professionals-noida-5-to-7-years-120724012360,NA,NA,5-7 Yrs ,Noida 
Data Science,https://www.naukri.com/job-listings-data-science-innefu-labs-new-delhi-3-to-5-years-190325508595,Innefu Labs,https://www.naukri.com/innefu-labs-jobs-careers-994046,3-5 Yrs ,New Delhi 
Data Analyst (Tableau+Alteryx),https://www.naukri.com/job-listings-data-analyst-tableau-alteryx-biz-infotecno-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-130125502644,NA,NA,4-9 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
"Lead Data Analytics Engineer - Power BI, Snowflake, SQL, Python",https://www.naukri.com/job-listings-lead-data-analytics-engineer-power-bi-snowflake-sql-python-avalara-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-300525503243,Avalara India,https://www.naukri.com/avalara-technologies-jobs-careers-735831,8-13 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Associate Analyst - Product Data & Analytics,https://www.naukri.com/job-listings-associate-analyst-product-data-analytics-mastercard-gurugram-2-to-5-years-080525502750,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,2-5 Yrs ,Gurugram 
Analyst - Product Data & Analytics,https://www.naukri.com/job-listings-analyst-product-data-analytics-mastercard-gurugram-4-to-6-years-080525502749,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,4-6 Yrs ,Gurugram 
Sr Data Analyst,https://www.naukri.com/job-listings-sr-data-analyst-gartner-for-hr-gurugram-3-to-5-years-050625500829,Gartner for HR,https://www.naukri.com/gartner-jobs-careers-73704,3-5 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-pinkerton-corporate-risk-management-india-private-limited-gurugram-4-to-5-years-170525015315,Pinkerton,https://www.naukri.com/pinkerton-jobs-careers-396357,4-5 Yrs ,Gurugram 
Sr Data Analyst,https://www.naukri.com/job-listings-sr-data-analyst-gartner-for-hr-chennai-gurugram-2-to-5-years-050625500860,Gartner for HR,https://www.naukri.com/gartner-jobs-careers-73704,2-5 Yrs ,"Chennai, Gurugram "
Associate Analyst - Product Data & Analytics,https://www.naukri.com/job-listings-associate-analyst-product-data-analytics-dynamic-yield-by-mastercard-gurugram-2-to-7-years-090525502949,NA,NA,2-7 Yrs ,Gurugram 
Data Strategy Analyst,https://www.naukri.com/job-listings-data-strategy-analyst-barclays-shared-services-noida-0-to-8-years-040625500032,Barclays,https://www.naukri.com/barclays-jobs-careers-212359,0-8 Yrs ,Noida 
Lead Data Scientist (GenAI),https://www.naukri.com/job-listings-lead-data-scientist-genai-deutsche-telekom-digital-labs-gurugram-8-to-12-years-220425017775,Deutsche Telekom Digital Labs,https://www.naukri.com/deutsche-telekom-digital-labs-jobs-careers-5581534,8-12 Yrs ,Gurugram 
Analyst - Product Data & Analytics,https://www.naukri.com/job-listings-analyst-product-data-analytics-dynamic-yield-by-mastercard-gurugram-4-to-9-years-090525502981,NA,NA,4-9 Yrs ,Gurugram 
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kaba-infratech-pvt-ltd-new-delhi-2-to-5-years-270325503411,Kaba Group,https://www.naukri.com/kaba-group-jobs-careers-124701880,2-5 Yrs ,New Delhi 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-mastercard-gurugram-8-to-13-years-050625500985,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,8-13 Yrs ,Gurugram 
Data Analyst - PMJAY | NHA,https://www.naukri.com/job-listings-data-analyst-pmjay-nha-national-institute-for-smart-government-nisg-new-delhi-5-to-10-years-020125010231,National Institute for Smart Government (NISG),https://www.naukri.com/national-institute-for-smart-government-nisg-jobs-careers-755146,5-10 Yrs ,New Delhi 
Data Governance Analyst,https://www.naukri.com/job-listings-data-governance-analyst-sp-capital-iq-india-pvt-ltd-gurugram-dlf-3-to-5-years-140525921338,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,3-5 Yrs ,"Gurugram, Dlf "
Lead Data Scientist,https://www.naukri.com/job-listings-lead-data-scientist-worxwide-consulting-gurugram-6-to-10-years-230525032180,NA,NA,6-10 Yrs ,Hybrid - Gurugram 
Data Analyst - ABDM | NHA,https://www.naukri.com/job-listings-data-analyst-abdm-nha-national-institute-for-smart-government-nisg-new-delhi-4-to-9-years-080525006314,National Institute for Smart Government (NISG),https://www.naukri.com/national-institute-for-smart-government-nisg-jobs-careers-755146,4-9 Yrs ,New Delhi 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-flexera-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-240325501766,Flexera Software,https://www.naukri.com/flexera-jobs-careers-3726252,5-10 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
"Senior Analyst, Big Data Analytics & Engineering",https://www.naukri.com/job-listings-senior-analyst-big-data-analytics-engineering-mastercard-gurugram-5-to-7-years-040625503883,Mastercard,https://www.naukri.com/mastercard-jobs-careers-1698638,5-7 Yrs ,Gurugram 
Data Scientist Generative AI,https://www.naukri.com/job-listings-data-scientist-generative-ai-taxmann-new-delhi-2-to-5-years-280525921342,Taxmann Publications,https://www.naukri.com/taxmann-publications-jobs-careers-599589,2-5 Yrs ,New Delhi 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-erm-placement-services-gurugram-4-to-7-years-270525031420,NA,NA,4-7 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-mccormick-gurugram-8-to-12-years-270525925764,McCormick,https://www.naukri.com/mccormick-jobs-careers-3310792,8-12 Yrs ,Gurugram 
Junior Data Scientist,https://www.naukri.com/job-listings-junior-data-scientist-evoke-hr-solutions-pvt-ltd-delhi-ncr-0-to-1-years-130525909458,NA,NA,0-1 Yrs ,Remote 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-ventures-hrd-centre-gurugram-4-to-6-years-230525015337,NA,NA,4-6 Yrs ,Gurugram 
Data Scientist III Analytics,https://www.naukri.com/job-listings-data-scientist-iii-analytics-expedia-group-gurugram-4-to-8-years-200325501052,Expedia Group,https://www.naukri.com/expedia-jobs-careers-753685,4-8 Yrs ,Gurugram 
data analyst / data analytics-- US MNC (Analytics),https://www.naukri.com/job-listings-data-analyst-data-analytics-us-mnc-analytics-aspyra-hr-services-gurugram-bengaluru-4-to-9-years-080525024014,NA,NA,4-9 Yrs ,"Hybrid - Gurugram, Bengaluru "
Data Scientist/Senior Data Scientist,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-tredence-pune-gurugram-bengaluru-3-to-8-years-070525004395,Tredence,https://www.naukri.com/tredence-jobs-careers-1360722,3-8 Yrs ,"Hybrid - Pune, Gurugram, Bengaluru "
Data Scientist Intern Rigbot,https://www.naukri.com/job-listings-data-scientist-intern-rigbot-rigbot-com-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-081117500277,NA,NA,NA,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Data Analyst,https://www.naukri.com/job-listings-data-analyst-caliche-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-061124503717,Caliche,https://www.naukri.com/caliche-jobs-careers-124458988,3-6 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
"Sr. Data Scientist, Product Analytics",https://www.naukri.com/job-listings-sr-data-scientist-product-analytics-coursera-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-7-to-12-years-210525504451,Coursera,https://www.naukri.com/coursera-jobs-careers-3125134,7-12 Yrs ,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-decision-point-analytics-chennai-gurugram-3-to-8-years-060624500822,Decimal Point Analytics,https://www.naukri.com/decimal-point-analytics-jobs-careers-731017,3-8 Yrs ,"Chennai, Gurugram "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-marsh-mclennan-global-services-india-private-limited-mmgs-gurugram-6-to-11-years-180225501338,Marsh McLennan Global Services India Private Limited (MMGS),https://www.naukri.com/marsh-india-insurance-brokers-jobs-careers-5117158,6-11 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-nits-solutions-gurugram-3-to-8-years-230524005587,Nits Solutions,https://www.naukri.com/nits-solutions-jobs-careers-1252330,3-8 Yrs ,Hybrid - Gurugram 
Data Scientist - Machine Learning,https://www.naukri.com/job-listings-data-scientist-machine-learning-rpa-infotech-pvt-ltd-gurugram-2-to-7-years-291020500643,Rpa Infotech,https://www.naukri.com/rpa-infotech-jobs-careers-5754292,2-7 Yrs ,Gurugram 
Data Scientist role- Gurgaon-Hybrid,https://www.naukri.com/job-listings-data-scientist-role-gurgaon-hybrid-imaginators-try-going-beyond-gurugram-7-to-12-years-300525020104,NA,NA,7-12 Yrs ,Gurugram 
S&C- Data and AI - CFO&EV  Financial Crime Data & Analytics(Analyst),https://www.naukri.com/job-listings-s-c-data-and-ai-cfo-ev-financial-crime-data-analytics-analyst-accenture-solutions-pvt-ltd-pune-gurugram-bengaluru-10-to-15-years-120525922071,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,10-15 Yrs ,"Pune, Gurugram, Bengaluru "
Manager - Data Scientist,https://www.naukri.com/job-listings-manager-data-scientist-innovaccer-noida-8-to-13-years-210225503236,Innovaccer,https://www.naukri.com/innovaccer-jobs-careers-994784,8-13 Yrs ,Noida 
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-affle-mumbai-gurugram-bengaluru-4-to-7-years-130525504515,Affle,https://www.naukri.com/affle-jobs-careers-127427,4-7 Yrs ,"Mumbai, Gurugram, Bengaluru "
Senior Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-spectrum-talent-management-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-170525018952,NA,NA,6-11 Yrs ,"Hybrid - Delhi / NCR, Bengaluru, Mumbai (All Areas) "
Senior Data Transformation Analyst,https://www.naukri.com/job-listings-senior-data-transformation-analyst-sp-capital-iq-india-pvt-ltd-gurugram-3-to-8-years-040625926086,S&P Global Market Intelligence,https://www.naukri.com/s-p-global-market-intelligence-jobs-careers-1773,3-8 Yrs ,Gurugram 
Data Scientist,https://www.naukri.com/job-listings-data-scientist-saraca-solutions-gurugram-7-to-12-years-230525013652,Saraca Solutions,https://www.naukri.com/saraca-solutions-jobs-careers-2036050,7-12 Yrs ,Gurugram 
